date,AT,AU,BE,BR,CA,CH,DE,ES,FR,GB,IE,IN,IT,LU,MX,NL,NZ,PH,PL,SE,SG,US
2019-11-10,3.44459378476367,3.64583705525359,2.50802464997683,1.6542529529692,3.19065690717028,2.89148821813994,4.46296612498507,4.16802553439135,2.35676936032274,3.16540229459277,3.57306013568749,2.27356293786351,2.30399915366416,2.83027328596049,0.701653566568434,1.52597667458992,2.01666353305223,1.22085556059974,6.24373918182843,1.6645595167096,2.205925634396,2.83588652689603
2019-11-11,3.45967776563816,3.65244576206303,2.51187893977017,1.66538826808601,3.19255823385335,2.90311036744152,4.4757259684755,4.16504109904048,2.37251081536712,3.16435129042241,3.57385483090303,2.2752043339841,2.29610949256297,2.8601309368273,0.702963437406635,1.52904822596988,2.01690803243209,1.21614277567786,6.15771920356617,1.65887592797242,2.21593849157443,2.83689744159237
2019-11-12,3.46004973513778,3.6627951493963,2.5122812409402,1.67553057132511,3.19542980539399,2.91335281050571,4.48145798050246,4.15998192420862,2.38206864835435,3.17098614541039,3.59160204358681,2.27573028900233,2.29125588997132,2.87605317620367,0.7078172294121,1.53310514419479,2.02576002557581,1.21187427168647,6.07299486194559,1.65324592500374,2.22273457645677,2.83896894817866
2019-11-13,3.4672356764061,3.66707271104902,2.51026266601952,1.68527693780644,3.19662965956245,2.92186869131479,4.48488416198083,4.15763186003082,2.39303213207249,3.17925742049514,3.61103922463272,2.27713518437877,2.28566280919131,2.8710700358286,0.713154535268145,1.53775010104687,2.04626972674413,1.20016481306543,6.07604062677371,1.64422934235259,2.22288353121096,2.84243529982933
2019-11-14,3.46796308974505,3.67953231686115,2.51003735421114,1.69515066581219,3.19781535911087,2.93232746771859,4.48827837979035,4.15371928944517,2.39529156922793,3.18645295047437,3.63184739134537,2.28026595994659,2.28576473819784,2.8576689480393,0.717553003197812,1.54347437503534,2.07142681161688,1.19540138588389,6.09121691729726,1.63806236497672,2.22562237591638,2.84679075446479
2019-11-15,3.46123297956188,3.69240412440933,2.50769483898236,1.70676563228658,3.20102351570881,2.94046117352653,4.49092827712668,4.14931448825141,2.39384446407456,3.19686717659531,3.64715623239388,2.2828071509212,2.28641473969923,2.83835123923163,0.723065941978175,1.55027116512491,2.08896499297248,1.19169631273988,6.09099290167155,1.63423150566588,2.22699131214254,2.85416183222253
2019-11-16,3.45221880545621,3.6927652077223,2.4993499859928,1.71024627675605,3.20683235979287,2.95314922096411,4.49868593541164,4.14989195336697,2.39266273165529,3.20751686077546,3.65094810904035,2.28832993256138,2.28756294063814,2.81543406870002,0.730019224101425,1.5533935097156,2.10781148526871,1.18636901363145,6.09175029035659,1.63827235055031,2.23161463249265,2.86261448180449
2019-11-17,3.44784446176882,3.70496308656235,2.49154436668628,1.71869258206297,3.21237357142381,2.9664281543625,4.50247102676184,4.14647695948763,2.39022917559486,3.21541892339331,3.66145281928944,2.29621961207544,2.29350842641471,2.79350753601607,0.7349579055542,1.55636131264713,2.13364138086357,1.18343621506021,6.10011183673629,1.64362433017534,2.22807617419853,2.87042117079025
2019-11-18,3.44864822748621,3.7227760947698,2.48212068000015,1.72688720167553,3.2177596353745,2.97626112633616,4.50324250227435,4.14678340009713,2.38652801234117,3.23205266877277,3.68131647997498,2.30055148836159,2.29279853604694,2.77734101466121,0.740678080812264,1.55955908978469,2.14609141746988,1.17704207833132,6.08382679824846,1.6482316121147,2.22614538418578,2.87593547223853
2019-11-19,3.45159075860596,3.73901526589231,2.47623436053307,1.72592613697341,3.22330983008987,2.98313396104913,4.51317875554325,4.15447137452154,2.38697587884473,3.24306108041781,3.68813188466192,2.30556376583036,2.29425603605015,2.75537373572841,0.743601795355742,1.5626911563793,2.1444637595629,1.17101091307067,6.06465925730698,1.65838742071191,2.22110516365922,2.88028962294701
